Phase,Run,Method,Monomer,dE_0.0_m0.3,dE_0.0_m0.2,dE_0.0_m0.1,dE_0.0_0.1
SP_init,run102,"Molpro PNO-LCCSD(T)-F12 avtz-f12 (Zn avtz-pp-f12) ldf-hf,energy=1.d-8,orbital=1.d-7;twoint=1.d-15;oneint=1.d-15;",MImH,102.1677920446673,35.26420263349428,7.122281444317196,4.153321645309916
SP_init,run102,"Molpro PNO-LCCSD(T)-F12 avtz-f12 (Zn avtz-pp-f12) ldf-hf,energy=1.d-8,orbital=1.d-7;twoint=1.d-15;oneint=1.d-15;",MImH2,197.59191785511211,68.11773020031978,13.690053365775384,8.232600871298928
SP_init,run102,"Molpro PNO-LCCSD(T)-F12 avtz-f12 (Zn avtz-pp-f12) ldf-hf,energy=1.d-8,orbital=1.d-7;twoint=1.d-15;oneint=1.d-15;",MeOH,121.99135168254725,40.58295728369558,7.8266221411467995,4.732687381474534
SP_init,run102,"Molpro PNO-LCCSD(T)-F12 avtz-f12 (Zn avtz-pp-f12) ldf-hf,energy=1.d-8,orbital=1.d-7;twoint=1.d-15;oneint=1.d-15;",MeOH2,109.43563796242233,36.23247308844293,6.840524233688484,4.60373309958959
SP_init,run41,M052X aug-cc-pVTZ D3ZERO RIJCOSX AutoAux VERYTIGHTSCF DEFGRID3 PCDTrimAuxJ NoAutoStart,MImH,101.67665181009215,34.81252617354039,6.8570401738688815,4.493234324385412
SP_init,run41,M052X aug-cc-pVTZ D3ZERO RIJCOSX AutoAux VERYTIGHTSCF DEFGRID3 PCDTrimAuxJ NoAutoStart,MImH2,196.96942305896664,67.46789936083951,13.299278436490567,8.706310783396475
SP_init,run41,M052X aug-cc-pVTZ D3ZERO RIJCOSX AutoAux VERYTIGHTSCF DEFGRID3 PCDTrimAuxJ NoAutoStart,MeOH,121.84060691579361,40.49511652960791,7.77426531589299,4.900894646256347
SP_init,run41,M052X aug-cc-pVTZ D3ZERO RIJCOSX AutoAux VERYTIGHTSCF DEFGRID3 PCDTrimAuxJ NoAutoStart,MeOH2,110.0302185084729,36.64516498458397,7.047102585231187,4.4482957900181646
SP_init,run8,mDFTB3D3/3ob_prime,MImH,81.507599999999,28.99409999999989,6.313200000000506,3.318199999999706
SP_init,run8,mDFTB3D3/3ob_prime,MImH2,158.30140000000029,56.05289999999877,12.248999999999796,6.760699999998906
SP_init,run8,mDFTB3D3/3ob_prime,MeOH,113.13009999999986,36.85980000000018,7.3069000000000415,4.204299999999876
SP_init,run8,mDFTB3D3/3ob_prime,MeOH2,97.36390000000029,30.938900000000103,5.4955000000004475,4.956400000000485
